text,key
mouth is <mask> than glass,smaller
lamp is <mask> than face,larger
friend is <mask> than train,smaller
breath is <mask> than stream,smaller
shop is <mask> than side,larger
person is <mask> than cross,larger
person is <mask> than knife,larger
finger is <mask> than continent,smaller
boy is <mask> than brick,larger
fist is <mask> than head,smaller
lady is <mask> than gate,smaller
house is <mask> than newspaper,larger
father is <mask> than dinner,larger
brother is <mask> than meal,larger
daughter is <mask> than glass,larger
river is <mask> than road,larger
house is <mask> than piece,larger
person is <mask> than face,larger
brother is <mask> than boy,larger
child is <mask> than mouth,larger
boy is <mask> than shirt,larger
bay is <mask> than shore,larger
friend is <mask> than glass,larger
lady is <mask> than dinner,larger
clock is <mask> than face,smaller
boy is <mask> than bed,smaller
house is <mask> than state,smaller
teacher is <mask> than daughter,larger
side is <mask> than hand,larger
child is <mask> than ball,larger
wife is <mask> than lover,larger
body is <mask> than city,smaller
clothes is <mask> than face,larger
gentleman is <mask> than shore,smaller
person is <mask> than step,larger
body is <mask> than mouth,larger
sun is <mask> than coal,larger
tree is <mask> than dress,larger
ground is <mask> than body,larger
ash is <mask> than mouth,smaller
gentleman is <mask> than knife,larger
train is <mask> than face,larger
friend is <mask> than mouth,larger
father is <mask> than basin,larger
bag is <mask> than gate,smaller
brother is <mask> than book,larger
lady is <mask> than car,smaller
dinner is <mask> than daughter,smaller
person is <mask> than lad,larger
fist is <mask> than hand,smaller
child is <mask> than doorway,smaller
victim is <mask> than face,larger
horse is <mask> than coal,larger
poet is <mask> than door,smaller
brother is <mask> than ball,larger
house is <mask> than sea,smaller
coach is <mask> than arm,larger
something is <mask> than hand,larger
room is <mask> than wife,larger
messenger is <mask> than camp,smaller
window is <mask> than floor,smaller
place is <mask> than hand,larger
door is <mask> than floor,smaller
bay is <mask> than boat,larger
hat is <mask> than back,smaller
someone is <mask> than dinner,larger
coach is <mask> than hat,larger
stone is <mask> than bed,smaller
person is <mask> than daughter,larger
person is <mask> than barn,smaller
sun is <mask> than tree,larger
door is <mask> than light,larger
child is <mask> than picture,larger
brother is <mask> than hand,larger
gentleman is <mask> than ball,larger
step is <mask> than road,smaller
parent is <mask> than child,larger
sun is <mask> than sail,larger
river is <mask> than breath,larger
vessel is <mask> than anchor,larger
friend is <mask> than newspaper,larger
everything is <mask> than tree,larger
coast is <mask> than place,larger
anchor is <mask> than mouth,larger
hair is <mask> than room,smaller
sea is <mask> than sail,larger
sun is <mask> than ear,larger
father is <mask> than truck,smaller
head is <mask> than ball,larger
hip is <mask> than hand,larger
king is <mask> than camp,smaller
person is <mask> than wife,larger
hair is <mask> than floor,smaller
chair is <mask> than window,larger
person is <mask> than fox,larger
shirt is <mask> than hand,larger
person is <mask> than ice,larger
step is <mask> than flood,smaller
eye is <mask> than fist,smaller
house is <mask> than hill,smaller
stream is <mask> than hand,larger
current is <mask> than shore,larger
ship is <mask> than hand,larger
child is <mask> than glass,larger
lady is <mask> than eye,larger
fist is <mask> than mouth,larger
door is <mask> than wife,larger
river is <mask> than boat,larger
brother is <mask> than coal,larger
victim is <mask> than house,smaller
brother is <mask> than clothes,larger
child is <mask> than purse,larger
house is <mask> than farm,smaller
gentleman is <mask> than book,larger
ground is <mask> than king,larger
father is <mask> than world,smaller
wall is <mask> than hand,larger
grass is <mask> than hand,smaller
bank is <mask> than suit,larger
patient is <mask> than glass,larger
gentleman is <mask> than train,smaller
meal is <mask> than piece,larger
sun is <mask> than breath,larger
everything is <mask> than child,larger
torrent is <mask> than mountain,smaller
boy is <mask> than farm,smaller
office is <mask> than picture,larger
gentleman is <mask> than stream,smaller
coach is <mask> than bank,smaller
gentleman is <mask> than eye,larger
person is <mask> than ship,smaller
someone is <mask> than eye,larger
river is <mask> than sun,smaller
sun is <mask> than head,larger
gentleman is <mask> than room,smaller
lady is <mask> than stream,smaller
foot is <mask> than wall,smaller
car is <mask> than hand,larger
town is <mask> than picture,larger
lady is <mask> than picture,larger
window is <mask> than continent,smaller
piano is <mask> than suit,larger
father is <mask> than bag,larger
house is <mask> than picture,larger
office is <mask> than continent,smaller
body is <mask> than room,smaller
someone is <mask> than child,larger
lady is <mask> than hand,larger
person is <mask> than elbow,larger
river is <mask> than current,larger
head is <mask> than light,smaller
fox is <mask> than goose,larger
person is <mask> than deck,smaller
phone is <mask> than room,smaller
boy is <mask> than face,larger
state is <mask> than step,larger
house is <mask> than mouth,larger
father is <mask> than bay,smaller
finger is <mask> than grass,larger
town is <mask> than newspaper,larger
side is <mask> than everything,smaller
world is <mask> than anything,larger
magistrate is <mask> than wife,larger
person is <mask> than fool,larger
tree is <mask> than road,smaller
father is <mask> than coast,smaller
sea is <mask> than city,larger
boy is <mask> than lamp,larger
messenger is <mask> than boy,larger
father is <mask> than step,larger
meal is <mask> than child,smaller
block is <mask> than wall,smaller
home is <mask> than city,smaller
father is <mask> than wife,larger
side is <mask> than beach,smaller
goose is <mask> than hill,smaller
horse is <mask> than room,smaller
person is <mask> than spoon,larger
newspaper is <mask> than floor,smaller
child is <mask> than room,smaller
eye is <mask> than car,smaller
base is <mask> than hand,larger
father is <mask> than clothes,larger
sea is <mask> than light,larger
gentleman is <mask> than everything,smaller
clothes is <mask> than bed,smaller
someone is <mask> than grass,larger
king is <mask> than ship,smaller
city is <mask> than dress,larger
person is <mask> than boat,smaller
dinner is <mask> than dress,smaller
person is <mask> than precipice,smaller
harlot is <mask> than face,larger
tree is <mask> than violin,larger
person is <mask> than clothes,larger
dress is <mask> than face,larger
king is <mask> than knee,larger
stone is <mask> than torrent,smaller
friend is <mask> than bed,smaller
brother is <mask> than doorway,smaller
cup is <mask> than continent,smaller
state is <mask> than city,larger
father is <mask> than child,larger
ship is <mask> than rain,larger
messenger is <mask> than city,smaller
wife is <mask> than mouth,larger
state is <mask> than piece,larger
state is <mask> than book,larger
person is <mask> than vial,larger
someone is <mask> than step,larger
brother is <mask> than face,larger
gentleman is <mask> than bottle,larger
body is <mask> than breath,larger
body is <mask> than tree,larger
brother is <mask> than daughter,larger
eye is <mask> than road,smaller
watch is <mask> than house,smaller
ash is <mask> than floor,smaller
horse is <mask> than bed,larger
hair is <mask> than body,smaller
head is <mask> than doorway,smaller
gentleman is <mask> than purse,larger
hair is <mask> than wind,smaller
lad is <mask> than camp,smaller
place is <mask> than ship,larger
fox is <mask> than hand,larger
meal is <mask> than ground,smaller
bank is <mask> than hill,smaller
father is <mask> than pocket,larger
food is <mask> than car,smaller
sea is <mask> than basin,larger
clothes is <mask> than body,smaller
arm is <mask> than king,smaller
boat is <mask> than child,larger
train is <mask> than child,larger
sun is <mask> than eye,larger
world is <mask> than eye,larger
place is <mask> than store,larger
brother is <mask> than back,larger
coach is <mask> than wife,larger
wife is <mask> than book,larger
ground is <mask> than road,larger
poet is <mask> than picture,larger
hat is <mask> than arm,smaller
way is <mask> than doorway,larger
child is <mask> than floor,smaller
worker is <mask> than wind,smaller
button is <mask> than eye,smaller
daughter is <mask> than picture,larger
knife is <mask> than store,smaller
watch is <mask> than face,smaller
person is <mask> than dinner,larger
brother is <mask> than hair,larger
teacher is <mask> than continent,smaller
body is <mask> than face,larger
daughter is <mask> than bottle,larger
bag is <mask> than mouth,larger
state is <mask> than door,larger
ship is <mask> than element,larger
father is <mask> than strap,larger
father is <mask> than coal,larger
corner is <mask> than road,smaller
brother is <mask> than room,smaller
chair is <mask> than back,larger
gentleman is <mask> than picture,larger
gulp is <mask> than throat,smaller
messenger is <mask> than door,smaller
parcel is <mask> than mouth,larger
air is <mask> than shore,larger
magistrate is <mask> than door,smaller
lady is <mask> than continent,smaller
friend is <mask> than piece,larger
lady is <mask> than piece,larger
beard is <mask> than face,smaller
friend is <mask> than shore,smaller
state is <mask> than king,larger
boat is <mask> than face,larger
hat is <mask> than step,smaller
child is <mask> than vial,larger
father is <mask> than stone,larger
boy is <mask> than stream,smaller
brother is <mask> than house,smaller
door is <mask> than knee,larger
current is <mask> than face,larger
train is <mask> than shore,smaller
end is <mask> than road,smaller
person is <mask> than door,smaller
person is <mask> than gulp,larger
friend is <mask> than car,smaller
bank is <mask> than house,larger
watch is <mask> than camp,smaller
wife is <mask> than newspaper,larger
child is <mask> than bottle,larger
daughter is <mask> than wife,smaller
bank is <mask> than grass,larger
place is <mask> than king,larger
object is <mask> than mouth,larger
finger is <mask> than pocket,smaller
soul is <mask> than ship,smaller
truck is <mask> than road,larger
patient is <mask> than head,larger
boy is <mask> than grass,larger
clothes is <mask> than floor,smaller
person is <mask> than road,smaller
boy is <mask> than head,larger
lady is <mask> than boy,larger
person is <mask> than everything,larger
person is <mask> than sea,smaller
deck is <mask> than room,smaller
someone is <mask> than store,smaller
child is <mask> than dress,larger
wife is <mask> than picture,larger
gentleman is <mask> than city,smaller
hair is <mask> than boy,smaller
vessel is <mask> than shore,smaller
knee is <mask> than bed,smaller
block is <mask> than room,smaller
shop is <mask> than factory,smaller
someone is <mask> than middle,larger
fox is <mask> than street,smaller
something is <mask> than floor,smaller
eye is <mask> than book,smaller
bag is <mask> than knife,larger
sea is <mask> than beach,larger
child is <mask> than town,smaller
lady is <mask> than home,smaller
person is <mask> than floor,smaller
mouth is <mask> than face,smaller
food is <mask> than place,smaller
stair is <mask> than block,larger
father is <mask> than arm,larger
bed is <mask> than floor,smaller
bed is <mask> than face,larger
shirt is <mask> than skirt,larger
lady is <mask> than boat,smaller
lady is <mask> than scene,smaller
room is <mask> than picture,larger
lady is <mask> than room,smaller
teacher is <mask> than purse,larger
stair is <mask> than house,smaller
watch is <mask> than pocket,smaller
friend is <mask> than room,smaller
clothes is <mask> than hand,larger
fox is <mask> than back,larger
tree is <mask> than piece,larger
glass is <mask> than floor,smaller
sun is <mask> than wall,larger
river is <mask> than city,smaller
messenger is <mask> than farm,smaller
person is <mask> than someone,larger
boy is <mask> than breath,larger
body is <mask> than floor,smaller
someone is <mask> than floor,smaller
daughter is <mask> than bow,larger
hair is <mask> than temple,smaller
brother is <mask> than city,smaller
seal is <mask> than place,smaller
foot is <mask> than street,smaller
person is <mask> than gentleman,larger
tree is <mask> than ball,larger
foot is <mask> than ground,smaller
brother is <mask> than door,smaller
house is <mask> than floor,larger
clock is <mask> than wife,smaller
stone is <mask> than lamp,smaller
child is <mask> than farm,smaller
button is <mask> than side,smaller
person is <mask> than flood,smaller
chest is <mask> than fist,larger
magistrate is <mask> than seal,larger
office is <mask> than position,larger
beard is <mask> than continent,smaller
block is <mask> than road,smaller
cup is <mask> than room,smaller
meal is <mask> than hand,larger
world is <mask> than something,larger
head is <mask> than face,larger
horse is <mask> than piece,larger
sun is <mask> than room,larger
horse is <mask> than picture,larger
breath is <mask> than shore,smaller
bed is <mask> than dress,larger
person is <mask> than world,smaller
magistrate is <mask> than hand,larger
lady is <mask> than stone,larger
boy is <mask> than place,smaller
head is <mask> than grass,larger
person is <mask> than father,larger
father is <mask> than shore,smaller
father is <mask> than wall,smaller
foot is <mask> than boat,smaller
car is <mask> than camp,smaller
father is <mask> than face,larger
lady is <mask> than step,larger
daughter is <mask> than floor,smaller
person is <mask> than beard,larger
child is <mask> than wife,smaller
boat is <mask> than town,smaller
lady is <mask> than elbow,larger
clock is <mask> than bed,smaller
father is <mask> than rain,larger
nose is <mask> than everything,smaller
cross is <mask> than side,smaller
door is <mask> than car,smaller
breath is <mask> than door,smaller
person is <mask> than state,smaller
home is <mask> than head,larger
spoon is <mask> than hand,smaller
room is <mask> than bed,larger
eye is <mask> than tree,smaller
state is <mask> than head,larger
foot is <mask> than bottle,larger
friend is <mask> than face,larger
father is <mask> than wind,smaller
lady is <mask> than bag,larger
person is <mask> than room,smaller
lady is <mask> than hat,larger
wife is <mask> than continent,smaller
stream is <mask> than flood,smaller
king is <mask> than mouth,larger
boat is <mask> than shore,smaller
head is <mask> than throat,larger
father is <mask> than parcel,larger
finger is <mask> than everything,smaller
ash is <mask> than hand,smaller
someone is <mask> than wall,smaller
hair is <mask> than something,smaller
arm is <mask> than strap,larger
coach is <mask> than book,larger
office is <mask> than piece,larger
hat is <mask> than something,smaller
foot is <mask> than place,smaller
person is <mask> than phone,larger
train is <mask> than room,larger
back is <mask> than middle,smaller
king is <mask> than abode,smaller
dress is <mask> than skirt,larger
someone is <mask> than brick,larger
king is <mask> than exile,larger
fist is <mask> than mountain,smaller
messenger is <mask> than doorway,smaller
river is <mask> than eye,larger
messenger is <mask> than gate,smaller
poet is <mask> than glass,larger
chair is <mask> than place,smaller
place is <mask> than head,larger
world is <mask> than breath,larger
house is <mask> than wall,larger
door is <mask> than bed,smaller
someone is <mask> than object,larger
wife is <mask> than sip,larger
person is <mask> than sun,smaller
child is <mask> than hand,larger
world is <mask> than sun,smaller
finger is <mask> than glass,smaller
place is <mask> than friend,larger
tree is <mask> than room,smaller
gentleman is <mask> than continent,smaller
person is <mask> than mouth,larger
door is <mask> than doorway,smaller
watch is <mask> than ship,smaller
office is <mask> than floor,larger
wife is <mask> than glass,larger
king is <mask> than continent,smaller
someone is <mask> than hand,larger
person is <mask> than brick,larger
someone is <mask> than bottle,larger
person is <mask> than purse,larger
victim is <mask> than scene,smaller
cup is <mask> than front door,smaller
lady is <mask> than nose,larger
boat is <mask> than lock,larger
lady is <mask> than breath,larger
king is <mask> than rope,larger
door is <mask> than book,larger
person is <mask> than lung,larger
sail is <mask> than ship,smaller
hill is <mask> than beach,smaller
watch is <mask> than friend,smaller
person is <mask> than hedge,smaller
person is <mask> than gully,smaller
hat is <mask> than hand,larger
world is <mask> than mouth,larger
father is <mask> than doorway,smaller
brother is <mask> than vessel,smaller
knee is <mask> than hand,larger
chair is <mask> than gate,smaller
knife is <mask> than floor,smaller
factory is <mask> than room,larger
lady is <mask> than piano,smaller
king is <mask> than stream,smaller
coach is <mask> than road,smaller
brother is <mask> than dinner,larger
seed is <mask> than knee,smaller
person is <mask> than violin,larger
everything is <mask> than ear,larger
person is <mask> than call,larger
father is <mask> than place,smaller
house is <mask> than boat,larger
house is <mask> than something,larger
person is <mask> than rain,larger
person is <mask> than back,larger
victim is <mask> than meal,larger
piece is <mask> than way,smaller
boy is <mask> than rope,larger
body is <mask> than train,smaller
lady is <mask> than chin,larger
body is <mask> than grass,smaller
brother is <mask> than breath,larger
child is <mask> than soul,larger
foot is <mask> than arm,smaller
daughter is <mask> than lamp,larger
father is <mask> than call,larger
sea is <mask> than mouth,larger
person is <mask> than bay,smaller
child is <mask> than mouth,larger
everything is <mask> than piece,larger
father is <mask> than boy,larger
father is <mask> than knee,larger
patient is <mask> than meal,larger
king is <mask> than dress,larger
sun is <mask> than train,larger
house is <mask> than street,smaller
exile is <mask> than element,larger
ice is <mask> than everything,smaller
room is <mask> than gate,larger
wife is <mask> than bottle,larger
beard is <mask> than lip,larger
king is <mask> than wife,larger
door is <mask> than stream,smaller
daughter is <mask> than bed,smaller
victim is <mask> than doorway,smaller
piece is <mask> than tree,smaller
eye is <mask> than ball,smaller
horse is <mask> than continent,smaller
foot is <mask> than bed,smaller
tree is <mask> than fist,larger
hat is <mask> than head,smaller
chin is <mask> than face,smaller
lock is <mask> than throat,smaller
person is <mask> than lover,larger
stone is <mask> than breath,larger
someone is <mask> than picture,larger
house is <mask> than tree,larger
fox is <mask> than stone,larger
anything is <mask> than mouth,larger
rabbit is <mask> than any insect,larger
an elephant is <mask> than most large animals,larger
towels are <mask> than washcloths,larger
lake is usually <mask> than swimming pool,larger
five is <mask> than three,larger
trucks are <mask> than cars.,larger
molecules are<mask> than atoms,larger
brook is <mask> than stream,larger
"planet is <mask> than 1,000 miles",larger
statue is often <mask> than the person it depicts,larger
walk  in closet is <mask> than reguar closet,larger
adult dogs are <mask> than puppies,larger
human is <mask> than rabbit,larger
the pacific ocean is <mask> than all the continents combined.,larger
men's feet are <mask> than women's feet,larger
polar bears are <mask> than humans.,larger
boiling point is <mask> than human's body heat,larger
bay windows are <mask> than regular windows ,larger
the blue whale is <mask> than dolphins,larger
lake is <mask> than pond.,larger
rabbits are <mask> than insects.,larger
city is <mask> than strand of hair,larger
the sun is <mask> than the moon,larger
the sun is <mask> than the earth,larger
the moon is <mask> than an insect,larger
an acoustic guitar is <mask> than violin,larger
 cigar is <mask> than cigarette,larger
pond is <mask> than pool.,larger
jupiter is much <mask> than earth.,larger
ldesktop is <mask> than laptop,larger
condo is <mask> than an apartment,larger
tennis ballers are <mask> than golf balls,larger
wolves are <mask> than dogs,larger
horse is generally <mask> than person,larger
garden is <mask> than breadbox,larger
tablespoon is <mask> than teaspoon,larger
the world is <mask> than person,larger
dining table is usually <mask> than coffee table.,larger
the universe is <mask> than human,larger
horse is <mask> than person,larger
horses are <mask> than people.,larger
system is <mask> than column,larger
cat  is <mask> than mouse.,larger
mountains are <mask> than hills,larger
tablespoon is <mask> than teaspoon.,larger
town is <mask> than hamlet,larger
business class continentplane seat is usually <mask> than coach class continentplane seat,larger
stream is <mask> than creek,larger
mars is <mask> than mercury.,larger
son is <mask> than an atom,larger
regular pies are <mask> than personal pies,larger
the circumference of the average bicycle tire is <mask> than the circumference of the average automobile tire.,larger
 venus is <mask> than mars.,larger
planet is <mask> than breadbox,larger
pool is <mask> than puddle,larger
adult humans are <mask> than breadbox,larger
mirror makes room look <mask> than it is.,larger
business class continentplane seat is usually <mask> than coach class continentplane seat,larger
jupiter is <mask> than pluto.,larger
cribs are <mask> than babies,larger
horse is <mask> than person,larger
 electronic appliances are usually <mask> than desk trays,larger
creek is <mask> than rivulet,larger
the global market for cell phones is <mask> than that for pcs.,larger
truck is <mask> than car,larger
queen bee is several times <mask> than any other bee in hive.,larger
jim's seat is <mask> than other passengers.,larger
the sun is <mask> than the earth.,larger
jupiter is <mask> than earth,larger
adult humans are <mask> than golden retriever,larger
trucks are usually <mask> than cars,larger
furniture secretary is <mask> than teaspoon,larger
"planet is an object <mask> than 1,000 miles in diameter that orbits star",larger
city is <mask> than town,larger
objects can appear <mask> than they seem in rear-view mirror,larger
big is <mask> than small,larger
city is <mask> than town.,larger
horse is generally <mask> than person.,larger
saxophone is <mask> than pen,larger
salad bowl is <mask> than soup bowl.,larger
melons are <mask> than tomatoes,larger
trucks are <mask> than humans,larger
trucks are <mask> than bikes,larger
town is <mask> than hamlet.,larger
first class continentplane seat is <mask> than coach continentplane seat,larger
guitar is <mask> than hand.,larger
walk in closet is <mask> than person.,larger
 mini mall is <mask> than cash coin,larger
bjects can appear <mask> than they seem in rear-view mirror,larger
cars are <mask> than motorcycles.,larger
cars are <mask> than bicycles,larger
dog is generally <mask> than cat,larger
cello is <mask> than breadbox and makes music,larger
the interior space of closet may appear <mask> than it is if you look at it through rear-view mirror.,larger
the soviet union was <mask> than present day russia,larger
clams are <mask> than pearls,larger
legs are <mask> than arms,larger
 tree is plant that is usually <mask> than human.,larger
lion is <mask> than breadbox,larger
beach towel is <mask> than bath towel,larger
horses are <mask> than cats.,larger
laptop is <mask> than an ipad,larger
an ipad is <mask> than phone,larger
televisions are <mask> than phones,larger
 well is <mask> than tin.,larger
ears are <mask> than hands,larger
small elephant is <mask> than most large animals.,larger
liter is <mask> than milliliter,larger
tractor's rear tires are <mask> than it.,larger
the world is <mask> than person,larger
men are <mask> than chairs,larger
hippos are <mask> than hampsters,larger
earth is <mask> than an asteroid,larger
an interstate highway is <mask> than terraced house.,larger
salad bowl is <mask> than soup bowl,larger
many animals are <mask> than bread basket.,larger
cities are <mask> than towns.,larger
dolphins have brains that are slightly <mask> than humans per body mass.,larger
difference between tree bedroom and token slot: ability to contain objects <mask> than coin or token,larger
difference between subway map and woodwind family: woodwind is <mask> than map,larger
square mile is <mask> than square yard.,larger
person is <mask> than mouse.,larger
difference between binder and church: church is <mask> than binder,larger
horses are <mask> than humans.,larger
trucks are <mask> than cars,larger
an elephant is <mask> than breadbox,larger
tree is often <mask> than human,larger
trombone is <mask> than most other musical instruments.,larger
desktop is <mask> than an ipad,larger
dining tables are <mask> than chairs,larger
: valley is much <mask> than mini mall.,larger
the sun is millon times <mask> than the earth,larger
many breeds of dog are <mask> than poodles,larger
kitchenette is much <mask> than graphite pencil,larger
the earth's mass is much <mask> than the apple's mass.,larger
apples are <mask> than grapes,larger
living room is <mask> than table,larger
bedroom is <mask> than bed,larger
the vallis canyon on mars is much <mask> than the grand canyon.,larger
dragons are <mask> than lizards,larger
cruse ship is <mask> than fishing boat,larger
horse is <mask> than lamb,larger
 jupiter is <mask> than neptune,larger
pillowcase must be <mask> than the pillow it is designed to cover.,larger
beach towel is <mask> than bath towel.,larger
magnifying glass is lens that makes things look <mask> than they really are,larger
violis stringed instrument which is <mask> than violin,larger
the casks to store wine can be <mask> than piano.,larger
walk-in closet is <mask> than normal closet.,larger
the earth is <mask> than the moon.,larger
polar bears are <mask> than humans,larger
streams are <mask> than puddles,larger
ladle is <mask> than teaspoon,larger
an continentliner is <mask> than breadbox,larger
children's heads are proportionately <mask> than adults heads,larger
 bleachers are much <mask> than steel pen,larger
beach towel is <mask> than wash cloth.,larger
an acoustic guitar is <mask> than violin.,larger
cats are <mask> than guinepigs.,larger
the universe is <mask> than breadbox,larger
bed is <mask> than breadbox,larger
difference between purse and cello: cello is usaully <mask> than purse,larger
the vibrations of bell cannot be <mask> than the bell itself.,larger
golden retrievers are <mask> than poodles,larger
planets are <mask> than the united states,larger
grasshoppers are <mask> than ants,larger
crickets are <mask> than ladybugs,larger
most trees are <mask> than people.,larger
spreadsheet can be much <mask> than the screen.,larger
city is <mask> than breadbox.,larger
"often, there are numbers <mask> than hundred, one, two, three, four, five hundred",larger
the moon is <mask> than mandarin orange,larger
walk in closet is <mask> than cabinet,larger
jupiter is <mask> than mars,larger
the rings around saturn are <mask> than the moon,larger
 garden is much <mask> than can of paint.,larger
 passenger terminal is much <mask> than hairdryer.,larger
 passenger terminal is much <mask> than chair,larger
city is <mask> than breadbox,larger
brook is body of moving water <mask> than stream but <mask> than creek.,larger
square foot is <mask> than square inch.,larger
 lightbulb is <mask> than teaspoon,larger
cement truck is <mask> than car,larger
an continentplane is <mask> than motorcylce,larger
"the sun is 330,330 times <mask> than the earth",larger
the earth is <mask> than globe,larger
the asteroid ceres is <mask> than many moons.,larger
"another way to say ""no insect is <mask> than the moon"" is ""all insects are <mask> than the moon""",larger
polar bears are <mask> than penguins,larger
giraffes are <mask> than humans,larger
truck is <mask> than wheel,larger
 walk in closet is <mask> than table,larger
twenty five is <mask> than twenty,larger
tractor's rear tires are <mask> than it,larger
no insect is <mask> than the moon.,larger
sofas are <mask> than chairs.,larger
 strip mall is much <mask> than fitting room,larger
ten is <mask> than three,larger
eighteen is <mask> than eight,larger
symphony hall is much <mask> than chess piece,larger
penguins are <mask> than teddy bears,larger
hundred is <mask> than thirty two,larger
cruise ship is <mask> than tug boat,larger
submarine is <mask> than breadbox,larger
submarine is <mask> than torpedo,larger
states are <mask> than cities,larger
elephants are <mask> than cows,larger
cows are <mask> than cats,larger
bed sheets are <mask> than towels,larger
the whole pizzis <mask> than one slice,larger
most dinosaurs are much <mask> than children.,larger
dogs are usually <mask> than radishes,larger
elephants are <mask> than ladybugs,larger
pitchfork is <mask> than fork,larger
large container is <mask> than small container,larger
space station is <mask> than gas station,larger
dinosaurs are <mask> thsn frogs,larger
jets are <mask> than trucks,larger
continents are usually <mask> than countries,larger
van is <mask> than car.,larger
most buildings are much <mask> than lamps,larger
traffic artery is much <mask> than string,larger
dogs are <mask> than ants,larger
lizards are <mask> than crickets,larger
some bananas don't grow any <mask> than your thumb.,larger
states are much <mask> than humans.,larger
 mario is <mask> than mushroom.,larger
pencil is <mask> than its led,larger
tumbler is <mask> than mug,larger
elephants are <mask> than ants.,larger
dolphins are <mask> than most fish,larger
hampsters are <mask> than gerbils.,larger
an continentplane propeller is <mask> than the propeller on beanie,larger
world is <mask> than woman,larger
supermarket is <mask> than grocer's shop.,larger
 an amusement park is much <mask> than person,larger
jupiter is <mask> than earth,larger
difference between seand boat: seis <mask> than boat.,larger
the earth is <mask> than the moon.,larger
oceans are much <mask> than humans.,larger
some animals are much <mask> than fish.,larger
trucks are <mask> than cars.,larger
large things are <mask> than small things,larger
soccer ball is <mask> than golf ball,larger
pregnant woman is <mask> than non-pregnant woman,larger
oceans are <mask> than seas,larger
sharks are <mask> than mugs,larger
the sun is <mask> than son,larger
 flight terminal is enormously <mask> than an egg.,larger
the earth is <mask> than an continentport,larger
men are <mask> than desks,larger
an aeroplane is <mask> than bird,larger
truck is <mask> than car.,larger
tree is <mask> than leave,larger
building is <mask> than person,larger
continents are much <mask> than humans.,larger
the internet is <mask> than humans can imagine.,larger
cities are <mask> than towns,larger
difference between theater and hair: one is much <mask> than the other,larger
the world is <mask> than mountain,larger
building is <mask> than table,larger
truck is <mask> than car,larger
cat is <mask> than bird,larger
the sun is <mask> than grapefruit,larger
difference between machine and star: stars are <mask> than any machine,larger
boat is <mask> than breadbox,larger
tennis balls are <mask> than golf balls but <mask> than footballs.,larger
well is <mask> than bucket,larger
the earth is <mask> than the ocean,larger
the earth is <mask> than anything on it.,larger
7 alram fire is <mask> than 4 alarm fire.,larger
the earth is <mask> than desert,larger
pillowcase is <mask> than toothbrush head,larger
sharks are <mask> than children,larger
most homes are much <mask> than humans.,larger
cities are much <mask> than humans.,larger
cat is <mask> than pear,larger
the sun is <mask> than  mountain,larger
bears are <mask> than frogs,larger
small problems look <mask> than they really are when your tired.,larger
trucks is <mask> than cat,larger
large trucks are <mask> than breadbox,larger
mice are <mask> than flies,larger
continents are <mask> than countries.,larger
mountains are <mask> than molehills.,larger
the atlantic ocean is <mask> than any lake or river.,larger
an ostrich's eyes are <mask> than its brain,larger
continents are <mask> than countries,larger
desk is <mask> than breadbox,larger
truck is <mask> than car.,larger
predators are <mask> than prey.,larger
concert piano is <mask> than regular piano,larger
liter is <mask> than cup,larger
the world is <mask> than car,larger
jupiter is <mask> than all the other planets combined,larger
an office building is <mask> than breadbox,larger
dogs are <mask> than rats,larger
sharks are <mask> than shellfish,larger
guns can be <mask> than people.,larger
stars are <mask> than planets,larger
ship is <mask> than truck.,larger
large dog is <mask> than child,larger
hemispheres are <mask> than continents,larger
horses are <mask> than people.,larger
cities are <mask> than towns.,larger
some stores are <mask> than others.,larger
 pillowcase is <mask> than toothbrush head,larger
gallon is <mask> than cup,larger
adults are <mask> than towels,larger
jupiter is <mask> than earth.,larger
continents are much <mask> than humans,larger
couches are <mask> than chairs,larger
 mammals are much <mask> than goldfish,larger
small car is <mask> than large bicycle.,larger
tubas are <mask> than flutes.,larger
the sun is <mask> than the biggest goldfish.,larger
tennis balls are <mask> than grapes,larger
the container is <mask> than the things in it,larger
the earth is <mask> than volcano.,larger
an owl is <mask> than mouse,larger
countries are <mask> than states.,larger
oceans are much <mask> than humans,larger
states are much <mask> than humans,larger
babies are <mask> than phones,larger
hampsters are <mask> than gerbils,larger
building is <mask> than person.,larger
dolphins are <mask> than dogs,larger
the sun is much <mask> than the earth,larger
the milky way is <mask> than the sun,larger
the atlantic ocean is <mask> than any lake or river,larger
real people are much <mask> than dolls,larger
humans are <mask> than dogs,larger
boats are <mask> than shoes,larger
mountains are <mask> than molehills,larger
cinemscreens are <mask> than tv screens,larger
elephants are <mask> than dogs.,larger
people are <mask> than chickens,larger
basketball is <mask> than baseball,larger
lunch is <mask> than breakfast,larger
rooms are <mask> than what is inside of them.,larger
 captain is <mask> than picnic basket,larger
person wants identification with cause <mask> than himself,larger
states are <mask> than cities,larger
dolphins are <mask> than most fish.,larger
some stores are <mask> than others,larger
an aeroplane is <mask> than bird.,larger
real cars are much <mask> than toy cars.,larger
raindrops are <mask> than atoms,larger
ship is <mask> than truck,larger
my head is <mask> than my nose,larger
tree is <mask> than branch ,larger
bagel is <mask> than loaf of bread,smaller
fork is <mask> than space station,smaller
anything on the earth is <mask> than the earth.,smaller
boats are <mask> than cruises.,smaller
