,text,key
1871,ground is larger than foot,larger
1872,arm is smaller than tree,smaller
1873,stone is smaller than tree,smaller
1874,throat is larger than hand,larger
1875,person is larger than bottle,larger
1876,king is larger than ball,larger
1877,block is smaller than tree,smaller
1878,head is larger than seed,larger
1879,camp is smaller than shore,smaller
1880,lady is larger than shoulder,larger
1881,cup is smaller than sink,smaller
1882,lamp is larger than hand,larger
1883,hand is smaller than bottle,smaller
1884,place is larger than fist,larger
1885,person is larger than ball,larger
1886,father is larger than sip,larger
1887,foot is smaller than room,smaller
1888,breath is larger than grass,larger
1889,fox is larger than mouth,larger
1890,newspaper is larger than hand,larger
1891,gentleman is larger than fist,larger
1892,arm is larger than hand,larger
1893,child is larger than head,larger
1894,child is smaller than road,smaller
1895,watch is larger than eye,larger
1896,tree is smaller than bed,smaller
1897,boy is smaller than doorway,smaller
1898,street is smaller than city,smaller
1899,hair is smaller than place,smaller
1900,chest is larger than shoulder,larger
1901,father is smaller than stream,smaller
1902,lady is smaller than train,smaller
1903,city is larger than piece,larger
1904,beach is larger than hand,larger
1905,dinner is smaller than shore,smaller
1906,lady is smaller than father,smaller
1907,chest is smaller than floor,smaller
1908,father is larger than newspaper,larger
1909,state is larger than wall,larger
1910,foot is larger than knee,larger
1911,finger is smaller than friend,smaller
1912,bag is larger than meal,larger
1913,nose is smaller than doorway,smaller
1914,lady is smaller than shore,smaller
1915,phone is smaller than purse,smaller
1916,boy is smaller than abode,smaller
1917,friend is larger than rope,larger
1918,finger is smaller than seal,smaller
1919,foot is smaller than bench,smaller
1920,house is larger than meal,larger
1921,body is smaller than door,smaller
1922,stone is smaller than floor,smaller
1923,breath is smaller than face,smaller
1924,daughter is larger than fist,larger
1925,button is smaller than hand,smaller
1926,chair is larger than clothes,larger
1927,body is larger than middle,larger
1928,city is larger than camp,larger
1929,fool is larger than head,larger
1930,lady is smaller than store,smaller
1931,train is smaller than road,smaller
1932,head is smaller than door,smaller
1933,father is larger than violin,larger
1934,gentleman is larger than mouth,larger
1935,wife is larger than ball,larger
1936,father is larger than purse,larger
1937,person is larger than victim,larger
1938,sun is larger than mountain,larger
1939,tree is larger than cross,larger
1940,office is larger than eye,larger
1941,system is larger than suit,larger
1942,knife is smaller than place,smaller
1943,breath is larger than continent,larger
1944,sun is larger than stone,larger
1945,father is larger than ball,larger
1946,banker is larger than head,larger
1947,boy is larger than lip,larger
1948,head is larger than book,larger
1949,gentleman is smaller than town,smaller
1950,hair is smaller than chin,smaller
1951,scene is larger than head,larger
1952,boy is larger than friend,larger
1953,father is larger than hair,larger
1954,newspaper is larger than piece,larger
1955,ice is smaller than glass,smaller
1956,state is larger than ship,larger
1957,everything is larger than continent,larger
1958,ship is larger than mouth,larger
1959,state is larger than scene,larger
1960,person is larger than seed,larger
1961,shop is larger than door,larger
1962,coach is larger than gentleman,larger
1963,brother is larger than picture,larger
1964,lady is larger than window,larger
1965,horse is larger than child,larger
1966,breath is smaller than floor,smaller
1967,ice is smaller than ship,smaller
1968,father is larger than suit,larger
1969,gentleman is larger than boy,larger
1970,lady is larger than ball,larger
1971,person is larger than fuel,larger
1972,street is larger than car,larger
1973,sun is larger than flood,larger
1974,body is smaller than shore,smaller
1975,place is larger than town,larger
1976,house is larger than king,larger
1977,person is larger than banker,larger
1978,coast is larger than friend,larger
1979,person is larger than magazine,larger
1980,finger is larger than lip,larger
1981,person is larger than skirt,larger
1982,house is larger than body,larger
1983,clothes is smaller than house,smaller
1984,finger is smaller than purse,smaller
1985,magistrate is smaller than room,smaller
1986,house is larger than book,larger
1987,dress is larger than hand,larger
1988,boy is larger than ear,larger
1989,boy is smaller than door,smaller
1990,place is larger than tree,larger
1991,father is smaller than piano,smaller
1992,hat is smaller than doorway,smaller
1993,mouth is smaller than glass,smaller
1994,lamp is larger than face,larger
1995,friend is smaller than train,smaller
1996,breath is smaller than stream,smaller
1997,shop is larger than side,larger
1998,person is larger than cross,larger
1999,person is larger than knife,larger
2000,finger is smaller than continent,smaller
2001,boy is larger than brick,larger
2002,fist is smaller than head,smaller
2003,lady is smaller than gate,smaller
2004,house is larger than newspaper,larger
2005,father is larger than dinner,larger
2006,brother is larger than meal,larger
2007,daughter is larger than glass,larger
2008,river is larger than road,larger
2009,house is larger than piece,larger
2010,person is larger than face,larger
2011,brother is larger than boy,larger
2012,child is larger than mouth,larger
2013,boy is larger than shirt,larger
2014,bay is larger than shore,larger
2015,friend is larger than glass,larger
2016,lady is larger than dinner,larger
2017,clock is smaller than face,smaller
2018,boy is smaller than bed,smaller
2019,house is smaller than state,smaller
2020,teacher is larger than daughter,larger
2021,side is larger than hand,larger
2022,child is larger than ball,larger
2023,wife is larger than lover,larger
2024,body is smaller than city,smaller
2025,clothes is larger than face,larger
2026,gentleman is smaller than shore,smaller
2027,person is larger than step,larger
2028,body is larger than mouth,larger
2029,sun is larger than coal,larger
2030,tree is larger than dress,larger
2031,ground is larger than body,larger
2032,ash is smaller than mouth,smaller
2033,gentleman is larger than knife,larger
2034,train is larger than face,larger
2035,friend is larger than mouth,larger
2036,father is larger than basin,larger
2037,bag is smaller than gate,smaller
2038,brother is larger than book,larger
2039,lady is smaller than car,smaller
2040,dinner is smaller than daughter,smaller
2041,person is larger than lad,larger
2042,fist is smaller than hand,smaller
2043,child is smaller than doorway,smaller
2044,victim is larger than face,larger
2045,horse is larger than coal,larger
2046,poet is smaller than door,smaller
2047,brother is larger than ball,larger
2048,house is smaller than sea,smaller
2049,coach is larger than arm,larger
2050,something is larger than hand,larger
2051,room is larger than wife,larger
2052,messenger is smaller than camp,smaller
2053,window is smaller than floor,smaller
2054,place is larger than hand,larger
2055,door is smaller than floor,smaller
2056,bay is larger than boat,larger
2057,hat is smaller than back,smaller
2058,someone is larger than dinner,larger
2059,coach is larger than hat,larger
2060,stone is smaller than bed,smaller
2061,person is larger than daughter,larger
2062,person is smaller than barn,smaller
2063,sun is larger than tree,larger
2064,door is larger than light,larger
2065,child is larger than picture,larger
2066,brother is larger than hand,larger
2067,gentleman is larger than ball,larger
2068,step is smaller than road,smaller
2069,parent is larger than child,larger
2070,sun is larger than sail,larger
2071,river is larger than breath,larger
2072,vessel is larger than anchor,larger
2073,friend is larger than newspaper,larger
2074,everything is larger than tree,larger
2075,coast is larger than place,larger
2076,anchor is larger than mouth,larger
2077,hair is smaller than room,smaller
2078,sea is larger than sail,larger
2079,sun is larger than ear,larger
2080,father is smaller than truck,smaller
2081,head is larger than ball,larger
2082,hip is larger than hand,larger
2083,king is smaller than camp,smaller
2084,person is larger than wife,larger
2085,hair is smaller than floor,smaller
2086,chair is larger than window,larger
2087,person is larger than fox,larger
2088,shirt is larger than hand,larger
2089,person is larger than ice,larger
2090,step is smaller than flood,smaller
2091,eye is smaller than fist,smaller
2092,house is smaller than hill,smaller
2093,stream is larger than hand,larger
2094,current is larger than shore,larger
2095,ship is larger than hand,larger
2096,child is larger than glass,larger
2097,lady is larger than eye,larger
2098,fist is larger than mouth,larger
2099,door is larger than wife,larger
2100,river is larger than boat,larger
2101,brother is larger than coal,larger
2102,victim is smaller than house,smaller
2103,brother is larger than clothes,larger
2104,child is larger than purse,larger
2105,house is smaller than farm,smaller
2106,gentleman is larger than book,larger
2107,ground is larger than king,larger
2108,father is smaller than world,smaller
2109,wall is larger than hand,larger
2110,grass is smaller than hand,smaller
2111,bank is larger than suit,larger
2112,patient is larger than glass,larger
2113,gentleman is smaller than train,smaller
2114,meal is larger than piece,larger
2115,sun is larger than breath,larger
2116,everything is larger than child,larger
2117,torrent is smaller than mountain,smaller
2118,boy is smaller than farm,smaller
2119,office is larger than picture,larger
2120,gentleman is smaller than stream,smaller
2121,coach is smaller than bank,smaller
2122,gentleman is larger than eye,larger
2123,person is smaller than ship,smaller
2124,someone is larger than eye,larger
2125,river is smaller than sun,smaller
2126,sun is larger than head,larger
2127,gentleman is smaller than room,smaller
2128,lady is smaller than stream,smaller
2129,foot is smaller than wall,smaller
2130,car is larger than hand,larger
2131,town is larger than picture,larger
2132,lady is larger than picture,larger
2133,window is smaller than continent,smaller
2134,piano is larger than suit,larger
2135,father is larger than bag,larger
2136,house is larger than picture,larger
2137,office is smaller than continent,smaller
2138,body is smaller than room,smaller
2139,someone is larger than child,larger
2140,lady is larger than hand,larger
2141,person is larger than elbow,larger
2142,river is larger than current,larger
2143,head is smaller than light,smaller
2144,fox is larger than goose,larger
2145,person is smaller than deck,smaller
2146,phone is smaller than room,smaller
2147,boy is larger than face,larger
2148,state is larger than step,larger
2149,house is larger than mouth,larger
2150,father is smaller than bay,smaller
2151,finger is larger than grass,larger
2152,town is larger than newspaper,larger
2153,side is smaller than everything,smaller
2154,world is larger than anything,larger
2155,magistrate is larger than wife,larger
2156,person is larger than fool,larger
2157,tree is smaller than road,smaller
2158,father is smaller than coast,smaller
2159,sea is larger than city,larger
2160,boy is larger than lamp,larger
2161,messenger is larger than boy,larger
2162,father is larger than step,larger
2163,meal is smaller than child,smaller
2164,block is smaller than wall,smaller
2165,home is smaller than city,smaller
2166,father is larger than wife,larger
2167,side is smaller than beach,smaller
2168,goose is smaller than hill,smaller
2169,horse is smaller than room,smaller
2170,person is larger than spoon,larger
2171,newspaper is smaller than floor,smaller
2172,child is smaller than room,smaller
2173,eye is smaller than car,smaller
2174,base is larger than hand,larger
2175,father is larger than clothes,larger
2176,sea is larger than light,larger
2177,gentleman is smaller than everything,smaller
2178,clothes is smaller than bed,smaller
2179,someone is larger than grass,larger
2180,king is smaller than ship,smaller
2181,city is larger than dress,larger
2182,person is smaller than boat,smaller
2183,dinner is smaller than dress,smaller
2184,person is smaller than precipice,smaller
2185,harlot is larger than face,larger
2186,tree is larger than violin,larger
2187,person is larger than clothes,larger
2188,dress is larger than face,larger
2189,king is larger than knee,larger
2190,stone is smaller than torrent,smaller
2191,friend is smaller than bed,smaller
2192,brother is smaller than doorway,smaller
2193,cup is smaller than continent,smaller
2194,state is larger than city,larger
2195,father is larger than child,larger
2196,ship is larger than rain,larger
2197,messenger is smaller than city,smaller
2198,wife is larger than mouth,larger
2199,state is larger than piece,larger
2200,state is larger than book,larger
2201,person is larger than vial,larger
2202,someone is larger than step,larger
2203,brother is larger than face,larger
2204,gentleman is larger than bottle,larger
2205,body is larger than breath,larger
2206,body is larger than tree,larger
2207,brother is larger than daughter,larger
2208,eye is smaller than road,smaller
2209,watch is smaller than house,smaller
2210,ash is smaller than floor,smaller
2211,horse is larger than bed,larger
2212,hair is smaller than body,smaller
2213,head is smaller than doorway,smaller
2214,gentleman is larger than purse,larger
2215,hair is smaller than wind,smaller
2216,lad is smaller than camp,smaller
2217,place is larger than ship,larger
2218,fox is larger than hand,larger
2219,meal is smaller than ground,smaller
2220,bank is smaller than hill,smaller
2221,father is larger than pocket,larger
2222,food is smaller than car,smaller
2223,sea is larger than basin,larger
2224,clothes is smaller than body,smaller
2225,arm is smaller than king,smaller
2226,boat is larger than child,larger
2227,train is larger than child,larger
2228,sun is larger than eye,larger
2229,world is larger than eye,larger
2230,place is larger than store,larger
2231,brother is larger than back,larger
2232,coach is larger than wife,larger
2233,wife is larger than book,larger
2234,ground is larger than road,larger
2235,poet is larger than picture,larger
2236,hat is smaller than arm,smaller
2237,way is larger than doorway,larger
2238,child is smaller than floor,smaller
2239,worker is smaller than wind,smaller
2240,button is smaller than eye,smaller
2241,daughter is larger than picture,larger
2242,knife is smaller than store,smaller
2243,watch is smaller than face,smaller
2244,person is larger than dinner,larger
2245,brother is larger than hair,larger
2246,teacher is smaller than continent,smaller
2247,body is larger than face,larger
2248,daughter is larger than bottle,larger
2249,bag is larger than mouth,larger
2250,state is larger than door,larger
2251,ship is larger than element,larger
2252,father is larger than strap,larger
2253,father is larger than coal,larger
2254,corner is smaller than road,smaller
2255,brother is smaller than room,smaller
2256,chair is larger than back,larger
2257,gentleman is larger than picture,larger
2258,gulp is smaller than throat,smaller
2259,messenger is smaller than door,smaller
2260,parcel is larger than mouth,larger
2261,air is larger than shore,larger
2262,magistrate is smaller than door,smaller
2263,lady is smaller than continent,smaller
2264,friend is larger than piece,larger
2265,lady is larger than piece,larger
2266,beard is smaller than face,smaller
2267,friend is smaller than shore,smaller
2268,state is larger than king,larger
2269,boat is larger than face,larger
2270,hat is smaller than step,smaller
2271,child is larger than vial,larger
2272,father is larger than stone,larger
2273,boy is smaller than stream,smaller
2274,brother is smaller than house,smaller
2275,door is larger than knee,larger
2276,current is larger than face,larger
2277,train is smaller than shore,smaller
2278,end is smaller than road,smaller
2279,person is smaller than door,smaller
2280,person is larger than gulp,larger
2281,friend is smaller than car,smaller
2282,bank is larger than house,larger
2283,watch is smaller than camp,smaller
2284,wife is larger than newspaper,larger
2285,child is larger than bottle,larger
2286,daughter is smaller than wife,smaller
2287,bank is larger than grass,larger
2288,place is larger than king,larger
2289,object is larger than mouth,larger
2290,finger is smaller than pocket,smaller
2291,soul is smaller than ship,smaller
2292,truck is larger than road,larger
2293,patient is larger than head,larger
2294,boy is larger than grass,larger
2295,clothes is smaller than floor,smaller
2296,person is smaller than road,smaller
2297,boy is larger than head,larger
2298,lady is larger than boy,larger
2299,person is larger than everything,larger
2300,person is smaller than sea,smaller
2301,deck is smaller than room,smaller
2302,someone is smaller than store,smaller
2303,child is larger than dress,larger
2304,wife is larger than picture,larger
2305,gentleman is smaller than city,smaller
2306,hair is smaller than boy,smaller
2307,vessel is smaller than shore,smaller
2308,knee is smaller than bed,smaller
2309,block is smaller than room,smaller
2310,shop is smaller than factory,smaller
2311,someone is larger than middle,larger
2312,fox is smaller than street,smaller
2313,something is smaller than floor,smaller
2314,eye is smaller than book,smaller
2315,bag is larger than knife,larger
2316,sea is larger than beach,larger
2317,child is smaller than town,smaller
2318,lady is smaller than home,smaller
2319,person is smaller than floor,smaller
2320,mouth is smaller than face,smaller
2321,food is smaller than place,smaller
2322,stair is larger than block,larger
2323,father is larger than arm,larger
2324,bed is smaller than floor,smaller
2325,bed is larger than face,larger
2326,shirt is larger than skirt,larger
2327,lady is smaller than boat,smaller
2328,lady is smaller than scene,smaller
2329,room is larger than picture,larger
2330,lady is smaller than room,smaller
2331,teacher is larger than purse,larger
2332,stair is smaller than house,smaller
2333,watch is smaller than pocket,smaller
2334,friend is smaller than room,smaller
2335,clothes is larger than hand,larger
2336,fox is larger than back,larger
2337,tree is larger than piece,larger
2338,glass is smaller than floor,smaller
2339,sun is larger than wall,larger
2340,river is smaller than city,smaller
2341,messenger is smaller than farm,smaller
2342,person is larger than someone,larger
2343,boy is larger than breath,larger
2344,body is smaller than floor,smaller
2345,someone is smaller than floor,smaller
2346,daughter is larger than bow,larger
2347,hair is smaller than temple,smaller
2348,brother is smaller than city,smaller
2349,seal is smaller than place,smaller
2350,foot is smaller than street,smaller
2351,person is larger than gentleman,larger
2352,tree is larger than ball,larger
2353,foot is smaller than ground,smaller
2354,brother is smaller than door,smaller
2355,house is larger than floor,larger
2356,clock is smaller than wife,smaller
2357,stone is smaller than lamp,smaller
2358,child is smaller than farm,smaller
2359,button is smaller than side,smaller
2360,person is smaller than flood,smaller
2361,chest is larger than fist,larger
2362,magistrate is larger than seal,larger
2363,office is larger than position,larger
2364,beard is smaller than continent,smaller
2365,block is smaller than road,smaller
2366,cup is smaller than room,smaller
2367,meal is larger than hand,larger
2368,world is larger than something,larger
2369,head is larger than face,larger
2370,horse is larger than piece,larger
2371,sun is larger than room,larger
2372,horse is larger than picture,larger
2373,breath is smaller than shore,smaller
2374,bed is larger than dress,larger
2375,person is smaller than world,smaller
2376,magistrate is larger than hand,larger
2377,lady is larger than stone,larger
2378,boy is smaller than place,smaller
2379,head is larger than grass,larger
2380,person is larger than father,larger
2381,father is smaller than shore,smaller
2382,father is smaller than wall,smaller
2383,foot is smaller than boat,smaller
2384,car is smaller than camp,smaller
2385,father is larger than face,larger
2386,lady is larger than step,larger
2387,daughter is smaller than floor,smaller
2388,person is larger than beard,larger
2389,child is smaller than wife,smaller
2390,boat is smaller than town,smaller
2391,lady is larger than elbow,larger
2392,clock is smaller than bed,smaller
2393,father is larger than rain,larger
2394,nose is smaller than everything,smaller
2395,cross is smaller than side,smaller
2396,door is smaller than car,smaller
2397,breath is smaller than door,smaller
2398,person is smaller than state,smaller
2399,home is larger than head,larger
2400,spoon is smaller than hand,smaller
2401,room is larger than bed,larger
2402,eye is smaller than tree,smaller
2403,state is larger than head,larger
2404,foot is larger than bottle,larger
2405,friend is larger than face,larger
2406,father is smaller than wind,smaller
2407,lady is larger than bag,larger
2408,person is smaller than room,smaller
2409,lady is larger than hat,larger
2410,wife is smaller than continent,smaller
2411,stream is smaller than flood,smaller
2412,king is larger than mouth,larger
2413,boat is smaller than shore,smaller
2414,head is larger than throat,larger
2415,father is larger than parcel,larger
2416,finger is smaller than everything,smaller
2417,ash is smaller than hand,smaller
2418,someone is smaller than wall,smaller
2419,hair is smaller than something,smaller
2420,arm is larger than strap,larger
2421,coach is larger than book,larger
2422,office is larger than piece,larger
2423,hat is smaller than something,smaller
2424,foot is smaller than place,smaller
2425,person is larger than phone,larger
2426,train is larger than room,larger
2427,back is smaller than middle,smaller
2428,king is smaller than abode,smaller
2429,dress is larger than skirt,larger
2430,someone is larger than brick,larger
2431,king is larger than exile,larger
2432,fist is smaller than mountain,smaller
2433,messenger is smaller than doorway,smaller
2434,river is larger than eye,larger
2435,messenger is smaller than gate,smaller
2436,poet is larger than glass,larger
2437,chair is smaller than place,smaller
2438,place is larger than head,larger
2439,world is larger than breath,larger
2440,house is larger than wall,larger
2441,door is smaller than bed,smaller
2442,someone is larger than object,larger
2443,wife is larger than sip,larger
2444,person is smaller than sun,smaller
2445,child is larger than hand,larger
2446,world is smaller than sun,smaller
2447,finger is smaller than glass,smaller
2448,place is larger than friend,larger
2449,tree is smaller than room,smaller
2450,gentleman is smaller than continent,smaller
2451,person is larger than mouth,larger
2452,door is smaller than doorway,smaller
2453,watch is smaller than ship,smaller
2454,office is larger than floor,larger
2455,wife is larger than glass,larger
2456,king is smaller than continent,smaller
2457,someone is larger than hand,larger
2458,person is larger than brick,larger
2459,someone is larger than bottle,larger
2460,person is larger than purse,larger
2461,victim is smaller than scene,smaller
2462,cup is smaller than front door,smaller
2463,lady is larger than nose,larger
2464,boat is larger than lock,larger
2465,lady is larger than breath,larger
2466,king is larger than rope,larger
2467,door is larger than book,larger
2468,person is larger than lung,larger
2469,sail is smaller than ship,smaller
2470,hill is smaller than beach,smaller
2471,watch is smaller than friend,smaller
2472,person is smaller than hedge,smaller
2473,person is smaller than gully,smaller
2474,hat is larger than hand,larger
2475,world is larger than mouth,larger
2476,father is smaller than doorway,smaller
2477,brother is smaller than vessel,smaller
2478,knee is larger than hand,larger
2479,chair is smaller than gate,smaller
2480,knife is smaller than floor,smaller
2481,factory is larger than room,larger
2482,lady is smaller than piano,smaller
2483,king is smaller than stream,smaller
2484,coach is smaller than road,smaller
2485,brother is larger than dinner,larger
2486,seed is smaller than knee,smaller
2487,person is larger than violin,larger
2488,everything is larger than ear,larger
2489,person is larger than call,larger
2490,father is smaller than place,smaller
2491,house is larger than boat,larger
2492,house is larger than something,larger
2493,person is larger than rain,larger
2494,person is larger than back,larger
2495,victim is larger than meal,larger
2496,piece is smaller than way,smaller
2497,boy is larger than rope,larger
2498,body is smaller than train,smaller
2499,lady is larger than chin,larger
2500,body is smaller than grass,smaller
2501,brother is larger than breath,larger
2502,child is larger than soul,larger
2503,foot is smaller than arm,smaller
2504,daughter is larger than lamp,larger
2505,father is larger than call,larger
2506,sea is larger than mouth,larger
2507,person is smaller than bay,smaller
2508,child is larger than mouth,larger
2509,everything is larger than piece,larger
2510,father is larger than boy,larger
2511,father is larger than knee,larger
2512,patient is larger than meal,larger
2513,king is larger than dress,larger
2514,sun is larger than train,larger
2515,house is smaller than street,smaller
2516,exile is larger than element,larger
2517,ice is smaller than everything,smaller
2518,room is larger than gate,larger
2519,wife is larger than bottle,larger
2520,beard is larger than lip,larger
2521,king is larger than wife,larger
2522,door is smaller than stream,smaller
2523,daughter is smaller than bed,smaller
2524,victim is smaller than doorway,smaller
2525,piece is smaller than tree,smaller
2526,eye is smaller than ball,smaller
2527,horse is smaller than continent,smaller
2528,foot is smaller than bed,smaller
2529,tree is larger than fist,larger
2530,hat is smaller than head,smaller
2531,chin is smaller than face,smaller
2532,lock is smaller than throat,smaller
2533,person is larger than lover,larger
2534,stone is larger than breath,larger
2535,someone is larger than picture,larger
2536,house is larger than tree,larger
2537,fox is larger than stone,larger
2538,anything is larger than mouth,larger
2539,rabbit is larger than any insect,larger
2540,an elephant is larger than most large animals,larger
2541,towels are larger than washcloths,larger
2542,lake is usually larger than swimming pool,larger
2543,five is larger than three,larger
2544,trucks are larger than cars.,larger
2545,molecules arelarger than atoms,larger
2546,brook is larger than stream,larger
2547,"planet is larger than 1,000 miles",larger
2548,statue is often larger than the person it depicts,larger
2549,walk  in closet is larger than reguar closet,larger
2550,adult dogs are larger than puppies,larger
2551,human is larger than rabbit,larger
2552,the pacific ocean is larger than all the continents combined.,larger
2553,men's feet are larger than women's feet,larger
2554,polar bears are larger than humans.,larger
2555,boiling point is larger than human's body heat,larger
2556,bay windows are larger than regular windows ,larger
2557,the blue whale is larger than dolphins,larger
2558,lake is larger than pond.,larger
2559,rabbits are larger than insects.,larger
2560,city is larger than strand of hair,larger
2561,the sun is larger than the moon,larger
2562,the sun is larger than the earth,larger
2563,the moon is larger than an insect,larger
2564,an acoustic guitar is larger than violin,larger
2565, cigar is larger than cigarette,larger
2566,pond is larger than pool.,larger
2567,jupiter is much larger than earth.,larger
2568,ldesktop is larger than laptop,larger
2569,condo is larger than an apartment,larger
2570,tennis ballers are larger than golf balls,larger
2571,wolves are larger than dogs,larger
2572,horse is generally larger than person,larger
2573,garden is larger than breadbox,larger
2574,tablespoon is larger than teaspoon,larger
2575,the world is larger than person,larger
2576,dining table is usually larger than coffee table.,larger
2577,the universe is larger than human,larger
2578,horse is larger than person,larger
2579,horses are larger than people.,larger
2580,system is larger than column,larger
2581,cat  is larger than mouse.,larger
2582,mountains are larger than hills,larger
2583,tablespoon is larger than teaspoon.,larger
2584,town is larger than hamlet,larger
2585,business class continentplane seat is usually larger than coach class continentplane seat,larger
2586,stream is larger than creek,larger
2587,mars is larger than mercury.,larger
2588,son is larger than an atom,larger
2589,regular pies are larger than personal pies,larger
2590,the circumference of the average bicycle tire is larger than the circumference of the average automobile tire.,larger
2591, venus is larger than mars.,larger
2592,planet is larger than breadbox,larger
2593,pool is larger than puddle,larger
2594,adult humans are larger than breadbox,larger
2595,mirror makes room look larger than it is.,larger
2596,business class continentplane seat is usually larger than coach class continentplane seat,larger
2597,jupiter is larger than pluto.,larger
2598,cribs are larger than babies,larger
2599,horse is larger than person,larger
2600, electronic appliances are usually larger than desk trays,larger
2601,creek is larger than rivulet,larger
2602,the global market for cell phones is larger than that for pcs.,larger
2603,truck is larger than car,larger
2604,queen bee is several times larger than any other bee in hive.,larger
2605,jim's seat is larger than other passengers.,larger
2606,the sun is larger than the earth.,larger
2607,jupiter is larger than earth,larger
2608,adult humans are larger than golden retriever,larger
2609,trucks are usually larger than cars,larger
2610,furniture secretary is larger than teaspoon,larger
2611,"planet is an object larger than 1,000 miles in diameter that orbits star",larger
2612,city is larger than town,larger
2613,objects can appear larger than they seem in rear-view mirror,larger
2614,big is larger than small,larger
2615,city is larger than town.,larger
2616,horse is generally larger than person.,larger
2617,saxophone is larger than pen,larger
2618,salad bowl is larger than soup bowl.,larger
2619,melons are larger than tomatoes,larger
2620,trucks are larger than humans,larger
2621,trucks are larger than bikes,larger
2622,town is larger than hamlet.,larger
2623,first class continentplane seat is larger than coach continentplane seat,larger
2624,guitar is larger than hand.,larger
2625,walk in closet is larger than person.,larger
2626, mini mall is larger than cash coin,larger
2627,bjects can appear larger than they seem in rear-view mirror,larger
2628,cars are larger than motorcycles.,larger
2629,cars are larger than bicycles,larger
2630,dog is generally larger than cat,larger
2631,cello is larger than breadbox and makes music,larger
2632,the interior space of closet may appear larger than it is if you look at it through rear-view mirror.,larger
2633,the soviet union was larger than present day russia,larger
2634,clams are larger than pearls,larger
2635,legs are larger than arms,larger
2636, tree is plant that is usually larger than human.,larger
2637,lion is larger than breadbox,larger
2638,beach towel is larger than bath towel,larger
2639,horses are larger than cats.,larger
2640,laptop is larger than an ipad,larger
2641,an ipad is larger than phone,larger
2642,televisions are larger than phones,larger
2643, well is larger than tin.,larger
2644,ears are larger than hands,larger
2645,small elephant is larger than most large animals.,larger
2646,liter is larger than milliliter,larger
2647,tractor's rear tires are larger than it.,larger
2648,the world is larger than person,larger
2649,men are larger than chairs,larger
2650,hippos are larger than hampsters,larger
2651,earth is larger than an asteroid,larger
2652,an interstate highway is larger than terraced house.,larger
2653,salad bowl is larger than soup bowl,larger
2654,many animals are larger than bread basket.,larger
2655,cities are larger than towns.,larger
2656,dolphins have brains that are slightly larger than humans per body mass.,larger
2657,difference between tree bedroom and token slot: ability to contain objects larger than coin or token,larger
2658,difference between subway map and woodwind family: woodwind is larger than map,larger
2659,square mile is larger than square yard.,larger
2660,person is larger than mouse.,larger
2661,difference between binder and church: church is larger than binder,larger
2662,horses are larger than humans.,larger
2663,trucks are larger than cars,larger
2664,an elephant is larger than breadbox,larger
2665,tree is often larger than human,larger
2666,trombone is larger than most other musical instruments.,larger
2667,desktop is larger than an ipad,larger
2668,dining tables are larger than chairs,larger
2669,: valley is much larger than mini mall.,larger
2670,the sun is millon times larger than the earth,larger
2671,many breeds of dog are larger than poodles,larger
2672,kitchenette is much larger than graphite pencil,larger
2673,the earth's mass is much larger than the apple's mass.,larger
2674,apples are larger than grapes,larger
2675,living room is larger than table,larger
2676,bedroom is larger than bed,larger
2677,the vallis canyon on mars is much larger than the grand canyon.,larger
2678,dragons are larger than lizards,larger
2679,cruse ship is larger than fishing boat,larger
2680,horse is larger than lamb,larger
2681, jupiter is larger than neptune,larger
2682,pillowcase must be larger than the pillow it is designed to cover.,larger
2683,beach towel is larger than bath towel.,larger
2684,magnifying glass is lens that makes things look larger than they really are,larger
2685,violis stringed instrument which is larger than violin,larger
2686,the casks to store wine can be larger than piano.,larger
2687,walk-in closet is larger than normal closet.,larger
2688,the earth is larger than the moon.,larger
2689,polar bears are larger than humans,larger
2690,streams are larger than puddles,larger
2691,ladle is larger than teaspoon,larger
2692,an continentliner is larger than breadbox,larger
2693,children's heads are proportionately larger than adults heads,larger
2694, bleachers are much larger than steel pen,larger
2695,beach towel is larger than wash cloth.,larger
2696,an acoustic guitar is larger than violin.,larger
2697,cats are larger than guinepigs.,larger
2698,the universe is larger than breadbox,larger
2699,bed is larger than breadbox,larger
2700,difference between purse and cello: cello is usaully larger than purse,larger
2701,the vibrations of bell cannot be larger than the bell itself.,larger
2702,golden retrievers are larger than poodles,larger
2703,planets are larger than the united states,larger
2704,grasshoppers are larger than ants,larger
2705,crickets are larger than ladybugs,larger
2706,most trees are larger than people.,larger
2707,spreadsheet can be much larger than the screen.,larger
2708,city is larger than breadbox.,larger
2709,"often, there are numbers larger than hundred, one, two, three, four, five hundred",larger
2710,the moon is larger than mandarin orange,larger
2711,walk in closet is larger than cabinet,larger
2712,jupiter is larger than mars,larger
2713,the rings around saturn are larger than the moon,larger
2714, garden is much larger than can of paint.,larger
2715, passenger terminal is much larger than hairdryer.,larger
2716, passenger terminal is much larger than chair,larger
2717,city is larger than breadbox,larger
2718,brook is body of moving water larger than stream but larger than creek.,larger
2719,square foot is larger than square inch.,larger
2720, lightbulb is larger than teaspoon,larger
2721,cement truck is larger than car,larger
2722,an continentplane is larger than motorcylce,larger
2723,"the sun is 330,330 times larger than the earth",larger
2724,the earth is larger than globe,larger
2725,the asteroid ceres is larger than many moons.,larger
